State,County,Household Income,95% CI - Low,95% CI - High,Population,% < 18,% 65 and over,
New Jersey,Mercer,73750,69983,77517,371537,21.9,13.8,
New Jersey,Middlesex,77330,74312,80348,836297,22.0,13.4,
New Jersey,Monmouth,87220,82742,91698,629279,22.3,15.6,
New Jersey,Morris,100511,98033,102989,499727,22.3,15.4,
New Jersey,Ocean,62937,60106,65768,586301,23.5,21.9,
New Jersey,Passaic,58030,55286,60774,508856,24.4,13.1,
New Jersey,Salem,56645,50925,62365,64715,22.2,17.2,
New Jersey,Somerset,100194,96622,103766,332568,23.2,14.1,
New Jersey,Sussex,82048,76933,87163,144909,21.6,14.8,
New Jersey,Union,68172,64568,71776,552939,23.9,13.0,
New Jersey,Warren,71294,67658,74930,106917,21.2,16.0,
New Mexico,Bernalillo,47192,45460,48924,675551,22.9,14.2,
New Mexico,Catron,33256,29616,36896,3556,14.0,35.0,
New Mexico,Chaves,38403,34792,42014,65878,27.2,14.8,
New Mexico,Cibola,35081,31154,39008,27349,24.5,14.2,
New Mexico,Colfax,37156,32481,41831,12680,19.0,23.7,
New Mexico,Curry,42620,38521,46719,50969,27.0,11.5,
New Mexico,De Baca,33789,29475,38103,1825,21.8,23.8,
New Mexico,Dona Ana,38974,36168,41780,213676,25.4,14.2,
New Mexico,Eddy,57007,53882,60132,56395,26.3,13.9,
New Mexico,Grant,38221,33640,42802,29096,20.8,24.1,
New Mexico,Guadalupe,29147,25584,32710,4468,20.7,17.9,
New Mexico,Harding,40380,35229,45531,683,14.8,30.7,
New Mexico,Hidalgo,34304,29937,38671,4560,23.3,19.1,
New Mexico,Lea,58994,55829,62159,69999,30.4,10.4,
New Mexico,Lincoln,39995,34899,45091,19706,18.6,26.3,
New Mexico,Los Alamos,108477,97170,119784,17682,23.3,16.6,
New Mexico,Luna,27268,24005,30531,24673,25.9,20.8,
New Mexico,McKinley,29497,26100,32894,74098,30.7,10.6,
New Mexico,Mora,27627,24759,30495,4592,19.2,22.7,
New Mexico,Otero,41736,39206,44266,65082,24.2,16.4,
New Mexico,Quay,29069,25402,32736,8501,21.2,23.7,
New Mexico,Rio Arriba,34902,31186,38618,39777,24.3,16.5,
New Mexico,Roosevelt,36108,31646,40570,19536,24.7,12.6,
New Mexico,Sandoval,56142,51707,60577,137608,24.6,15.1,
New Mexico,San Juan,47520,43345,51695,123785,27.3,13.1,
New Mexico,San Miguel,32964,28897,37031,28239,19.9,18.4,
New Mexico,Santa Fe,52628,48545,56711,148164,19.5,19.6,
New Mexico,Sierra,29036,25753,32319,11325,15.2,34.0,
New Mexico,Socorro,32285,28303,36267,17310,23.4,16.8,
New Mexico,Taos,36125,32776,39474,33084,19.1,22.3,
New Mexico,Torrance,37311,33459,41163,15611,22.3,18.0,
New Mexico,Union,36684,32109,41259,4297,18.5,19.7,
New Mexico,Valencia,40591,36175,45007,75817,24.6,15.4,
New York,Albany,60371,58121,62621,308171,18.9,15.3,
New York,Allegany,42655,39411,45899,47736,20.7,17.1,
New York,Bronx,33687,31846,35528,1438159,25.5,11.2,
New York,Broome,46283,43404,49162,197349,19.7,17.5,
New York,Cattaraugus,43892,40731,47053,78600,22.7,17.1,
New York,Cayuga,52792,50167,55417,78823,20.4,17.1,
New York,Chautauqua,41757,39759,43755,132053,20.9,18.1,
New York,Chemung,48880,45371,52389,87770,21.8,17.0,
New York,Chenango,46387,43432,49342,49426,21.3,18.9,
New York,Clinton,51576,47915,55237,81632,18.3,15.2,
New York,Columbia,55047,51276,58818,62122,18.5,20.9,
New York,Cortland,48357,44858,51856,49024,19.6,15.0,
New York,Delaware,45860,42523,49197,46581,18.2,21.9,
New York,Dutchess,70925,68536,73314,296579,20.2,15.5,
New York,Erie,50134,48863,51405,922835,20.7,16.5,
New York,Essex,50182,45994,54370,38679,17.3,21.0,
New York,Franklin,45704,41664,49744,51262,19.9,14.9,
New York,Fulton,45409,42952,47866,54105,20.8,18.1,
New York,Genesee,52410,48168,56652,59162,20.7,17.2,
New York,Greene,52597,48292,56902,47967,17.2,20.0,
New York,Hamilton,49137,44023,54251,4715,15.1,26.8,
New York,Herkimer,44148,40366,47930,63744,21.1,18.8,
New York,Jefferson,49781,46728,52834,119103,24.8,12.2,
New York,Kings,47547,46346,48748,2621793,23.3,12.1,
New York,Lewis,47542,42927,52157,27220,23.6,16.6,
New York,Livingston,49920,45908,53932,64586,18.7,15.8,
New York,Madison,51600,47958,55242,72369,20.3,15.9,
New York,Monroe,51371,49820,52922,749857,21.5,15.5,
New York,Montgomery,40923,36634,45212,49779,22.6,17.7,
New York,Nassau,98312,95812,100812,1358627,22.1,16.4,
New York,New York,75459,73436,77482,1636268,14.7,14.4,
New York,Niagara,49274,46212,52336,213525,20.3,17.4,
New York,Oneida,48350,46108,50592,232871,21.3,17.5,
New York,Onondaga,52892,50880,54904,468196,21.9,15.3,
New York,Ontario,58473,53943,63003,109707,20.8,17.7,
New York,Orange,69228,65920,72536,376099,26.0,12.6,
New York,Orleans,46577,41937,51217,41984,20.2,16.2,
New York,Oswego,46926,43166,50686,120913,21.6,14.5,
New York,Otsego,43104,40194,46014,61128,16.7,18.6,
New York,Putnam,94334,87064,101604,99487,21.4,14.8,
